#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -3.68     0.04343        2.15   0.0002089   2.089e-05
      0.5563      -2.928     0.04343         3.6     0.00118    0.000118
      0.6532      -2.827     0.04343         4.5     0.00149    0.000149
      0.7634      -2.733      0.1015         5.8    0.001848    0.000432
      0.8976      -2.579     0.08064         7.9    0.002639     0.00049
       1.204      -1.647      0.1904          16     0.02254    0.009884
        1.38      -1.938      0.1261          24     0.01154    0.003351
       2.398      0.6673      0.1681         250       4.648       1.799
       2.699      0.8142      0.1544         500       6.519       2.317
       3.064      0.3461      0.1208        1160       2.219       0.617
       5.301      -2.045      0.1326       2e+05    0.009021    0.002754
