#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.976     0.04343        2.15     0.01057    0.001057
      0.5563       -2.03     0.04343         3.6    0.009326   0.0009326
      0.6532      -1.891     0.04343         4.5     0.01286    0.001286
      0.7634       -1.72     0.04343         5.8     0.01905    0.001905
      0.8976       -1.54     0.04343         7.9     0.02885    0.002885
       1.204      -1.493     0.09441          16     0.03217    0.006993
        1.38     -0.7577     0.04343          24      0.1747     0.01747
           2      0.7052     0.04343         100       5.073      0.5073
       2.204       1.316     0.04343         160       20.71       2.071
       2.398       1.662     0.04343         250       45.91       4.591
       2.544       1.626     0.05215         350       42.22        5.07
       2.699       1.174      0.1981         500       14.92       6.802
       2.929      0.9708     0.07872         850        9.35       1.695
       3.064        0.54      0.1199        1160       3.467      0.9571
       5.301     -0.9101     0.04343       2e+05       0.123      0.0123
