#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.544     0.04343        2.15    0.002858   0.0002858
      0.5563      -2.492     0.04343         3.6    0.003224   0.0003224
      0.6532      -2.417     0.04343         4.5    0.003828   0.0003828
      0.7634      -2.191     0.06503         5.8    0.006445    0.000965
      0.8976        -2.3     0.09808         7.9    0.005017    0.001133
        1.38      -1.181     0.04343          24     0.06588    0.006588
           2      0.4207     0.06503         100       2.634      0.3945
       2.204      0.7902      0.1016         160       6.169       1.443
       2.398        0.99      0.1603         250       9.772       3.607
       5.301      -1.825     0.08843       2e+05     0.01497    0.003048
