#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.528     0.04343        2.15     0.02965    0.002965
      0.5563      -1.593     0.04343         3.6     0.02553    0.002553
      0.6532      -1.737     0.04343         4.5     0.01833    0.001833
      0.7634      -1.737     0.04343         5.8     0.01834    0.001834
      0.8976       -1.78     0.04343         7.9     0.01659    0.001659
       1.204       -1.16     0.05149          16     0.06925     0.00821
        1.38      -1.018     0.04343          24     0.09595    0.009595
           2    -0.03235      0.1641         100      0.9282      0.3508
       2.204      0.5645      0.1074         160       3.668      0.9068
       2.398      0.5783      0.1209         250       3.787       1.054
