#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.18     0.04343        2.15    0.006607   0.0006607
      0.5563      -1.818     0.04343         3.6      0.0152     0.00152
      0.6532      -1.731     0.04343         4.5     0.01857    0.001857
      0.7634      -1.801     0.04343         5.8     0.01583    0.001583
      0.8976      -1.815     0.04343         7.9     0.01532    0.001532
       1.204       -1.27     0.05226          16     0.05365    0.006456
        1.38      -1.031     0.04343          24      0.0932     0.00932
           2      0.2392     0.08348         100       1.735      0.3334
       2.204      0.3259      0.1787         160       2.118      0.8714
       5.301      -2.028      0.1168       2e+05    0.009385    0.002523
