#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.704     0.04343        2.15     0.01977    0.001977
      0.5563      -1.482     0.04343         3.6     0.03293    0.003293
      0.6532      -1.538     0.04343         4.5     0.02897    0.002897
      0.7634      -1.702     0.04343         5.8     0.01988    0.001988
      0.8976      -1.728     0.04343         7.9     0.01869    0.001869
       1.204        -1.1     0.04359          16     0.07935    0.007965
        1.38      -1.098     0.04343          24     0.07973    0.007973
           2    -0.07224      0.1586         100      0.8468      0.3093
       2.204      0.3876      0.1475         160       2.441       0.829
       2.398      0.7151     0.04866         250       5.189      0.5814
       2.544      0.6682      0.1824         350       4.658       1.956
       5.301      -2.194      0.1715       2e+05    0.006392    0.002524
