#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.332     0.04343        2.15     0.04656    0.004656
      0.5563      -1.269     0.04343         3.6     0.05379    0.005379
      0.6532      -1.408     0.04343         4.5     0.03912    0.003912
      0.7634      -1.433     0.04343         5.8     0.03692    0.003692
      0.8976      -1.515     0.04343         7.9     0.03054    0.003054
        1.38     -0.5654     0.04343          24       0.272      0.0272
           2      0.6968     0.04479         100       4.975      0.5131
       2.204       1.029     0.06667         160       10.69        1.64
       2.398       1.143      0.1186         250       13.89       3.794
       2.544       1.335      0.1186         350       21.62       5.904
       5.301      -1.969      0.1094       2e+05     0.01075    0.002709
