#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.312     0.04343        2.15    0.004875   0.0004875
      0.5563      -1.974     0.04343         3.6     0.01061    0.001061
      0.6532      -1.975     0.04343         4.5      0.0106     0.00106
      0.7634      -2.082     0.04343         5.8    0.008281   0.0008281
      0.8976      -1.902     0.04343         7.9     0.01254    0.001254
       1.204      -1.144     0.05266          16     0.07177    0.008702
        1.38      -1.092     0.04343          24     0.08082    0.008082
           2      0.8277     0.04343         100       6.724      0.6724
       2.204      0.9366     0.04738         160       8.643      0.9428
       5.301      -1.739     0.07122       2e+05     0.01824    0.002991
