#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.216     0.04343        2.15    0.006081   0.0006081
      0.5563      -1.882     0.04343         3.6     0.01312    0.001312
      0.6532      -1.979     0.04343         4.5     0.01049    0.001049
      0.7634      -2.068     0.04343         5.8     0.00856    0.000856
      0.8976      -2.033     0.04343         7.9    0.009273   0.0009273
       1.204      -1.184     0.04343          16     0.06547    0.006547
        1.38      -1.033     0.04343          24      0.0926     0.00926
           2      0.3131     0.07245         100       2.056       0.343
       2.204       0.623     0.09091         160       4.197      0.8786
       2.398      0.6739      0.1451         250        4.72       1.577
       5.301      -1.907     0.08847       2e+05      0.0124    0.002526
