#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -0.7     0.04343        2.15      0.1995     0.01995
      0.5563     -0.5854     0.04343         3.6      0.2598     0.02598
      0.6532     -0.7632     0.04343         4.5      0.1725     0.01725
      0.7634     -0.8517     0.04343         5.8      0.1407     0.01407
      0.8976     -0.9055     0.04343         7.9      0.1243     0.01243
       1.204     -0.7981     0.04343          16      0.1592     0.01592
        1.38     -0.6661     0.04343          24      0.2157     0.02157
           2      0.5975     0.05404         100       3.958      0.4925
       2.204       0.831     0.05195         160       6.776      0.8106
       2.398      0.7898       0.134         250       6.163       1.902
       5.301      -1.708     0.05556       2e+05     0.01959    0.002506
