#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.044     0.04343        2.15    0.009036   0.0009036
      0.5563      -2.032     0.04343         3.6    0.009297   0.0009297
      0.6532      -1.889     0.04343         4.5      0.0129     0.00129
      0.7634       -1.71     0.04343         5.8     0.01951    0.001951
      0.8976      -1.557     0.04343         7.9     0.02772    0.002772
       1.204      -1.372      0.1075          16      0.0425     0.01052
        1.38      -1.012     0.04343          24     0.09734    0.009734
           2      0.3555     0.07618         100       2.267      0.3977
       2.204      0.6281       0.122         160       4.247       1.193
       5.301      -2.066      0.1503       2e+05    0.008599    0.002975
