#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.876     0.04343        2.15       0.133      0.0133
      0.5563      -1.026     0.04343         3.6     0.09422    0.009422
      0.6532      -1.004     0.04343         4.5     0.09909    0.009909
      0.7634       -1.08     0.04343         5.8     0.08314    0.008314
      0.8976     -0.5357     0.04343         7.9      0.2913     0.02913
       1.204     -0.1797     0.04343          16      0.6611     0.06611
        1.38    -0.02438     0.04343          24      0.9454     0.09454
           2       1.464     0.04343         100       29.08       2.908
       2.204       1.546     0.04343         160       35.19       3.519
       2.398       1.366     0.04343         250       23.25       2.325
       2.544       1.026     0.05674         350       10.62       1.388
       2.699      0.9157      0.0885         500       8.236       1.678
       5.301       -1.04     0.04343       2e+05      0.0911     0.00911
