#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.452     0.04343        2.15     0.03532    0.003532
      0.5563       -1.42     0.04343         3.6     0.03803    0.003803
      0.6532      -1.568     0.04343         4.5     0.02701    0.002701
      0.7634      -1.625     0.04343         5.8     0.02372    0.002372
      0.8976      -1.762     0.04343         7.9     0.01729    0.001729
       1.204      -1.124     0.09854          16      0.0751     0.01704
        1.38      -1.064     0.04343          24     0.08622    0.008622
           2      0.2888     0.08784         100       1.945      0.3933
       2.204      0.4762      0.1371         160       2.994      0.9449
       2.398      0.5162      0.1459         250       3.282       1.103
