#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.896     0.04343        2.15     0.01271    0.001271
      0.5563      -1.576     0.04343         3.6     0.02657    0.002657
      0.6532      -1.484     0.04343         4.5     0.03279    0.003279
      0.7634      -1.368     0.04343         5.8     0.04289    0.004289
      0.8976      -1.477     0.04343         7.9     0.03334    0.003334
           2      0.5428     0.08703         100        3.49      0.6993
       2.204       1.059     0.05589         160       11.45       1.473
       2.398       1.268     0.09287         250       18.52        3.96
       2.544       1.242      0.1985         350       17.47       7.986
       2.929      0.7216      0.1687         850       5.268       2.046
       5.301      -1.538     0.07937       2e+05       0.029      0.0053
