#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.5563      -2.367     0.04343         3.6    0.004294   0.0004294
      0.6532      -2.401     0.04343         4.5    0.003968   0.0003968
      0.7634      -2.197     0.04343         5.8    0.006358   0.0006358
      0.8976      -2.016     0.04343         7.9    0.009644   0.0009644
       1.204      -1.662      0.1254          16     0.02178    0.006289
        1.38      -1.431     0.04343          24     0.03711    0.003711
           2     0.07207        0.13         100       1.181      0.3533
       2.204      0.5606     0.07472         160       3.636      0.6256
       2.398      0.9825     0.08316         250       9.606       1.839
       2.544       1.144     0.04343         350       13.93       1.393
       2.699       1.053      0.1466         500        11.3       3.815
       2.929      0.7678      0.1102         850       5.858       1.486
       5.301      -1.331       0.106       2e+05      0.0467      0.0114
