#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.26     0.04343        2.15     0.05495    0.005495
      0.5563      -1.322     0.04343         3.6     0.04764    0.004764
      0.6532      -1.481     0.04343         4.5     0.03302    0.003302
      0.7634      -1.478     0.04343         5.8      0.0333     0.00333
      0.8976      -1.637     0.04343         7.9     0.02306    0.002306
        1.38     -0.6552     0.04343          24      0.2212     0.02212
           2      0.4184     0.06707         100       2.621      0.4047
       2.204      0.8434     0.05177         160       6.972      0.8311
       2.398       0.934     0.08545         250        8.59        1.69
       5.301      -1.963      0.1178       2e+05     0.01088    0.002951
