#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.6532      -3.582      -3.582         4.5     0.00013     6.6e-05
      0.7634      -3.423      -3.423         5.8   -0.000436    0.000407
      0.8976      -3.023      -3.023         7.9       5e-06    0.000472
       1.204      -1.701      -1.701          16   1.903e-10    0.009964
        1.38      -1.635      -1.635          24    0.003266    0.009957
           2      -0.154      -0.154         100      0.0109      0.3452
       2.204      0.2301      0.2301         160   1.745e-05      0.8493
       2.398        10.3        10.3         250         -99       1e+10
       2.544      0.4555      0.4555         350   2.905e-07       1.427
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.3488      0.3488         850      0.2802      0.9762
       3.064      0.2297      0.2297        1160      0.3993      0.6488
