#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.075      -3.075         5.8   -0.000447    0.000644
      0.8976      -2.943      -2.943         7.9   -0.000308    0.000724
       1.204       7.301       7.301          16         -99       1e+07
        1.38      -1.785      -1.785          24    0.007086    0.004657
           2      0.2164      0.2164         100      0.3854      0.6302
       2.204       10.38       10.38         160      -117.8    1.19e+10
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.281      -2.281       2e+05  -0.0003657    0.002802
