#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -3.056     0.04343        2.15    0.000879    8.79e-05
      0.5563      -2.347     0.04343         3.6    0.004498   0.0004498
      0.6532      -2.098     0.04343         4.5    0.007977   0.0007977
      0.7634      -1.777     0.04343         5.8     0.01673    0.001673
      0.8976      -1.444     0.04343         7.9     0.03599    0.003599
       1.204      -1.277     0.05381          16      0.0529    0.006554
        1.38     -0.9303     0.04343          24      0.1174     0.01174
           2      0.4305     0.05101         100       2.695      0.3165
       2.204      0.8916     0.04343         160       7.792      0.7792
       2.398        1.05      0.0995         250       11.22       2.572
       2.544      0.9551      0.1965         350       9.017       4.079
