#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.98     0.04343        2.15     0.01047    0.001047
      0.5563      -1.713     0.04343         3.6     0.01935    0.001935
      0.6532      -1.649     0.04343         4.5     0.02244    0.002244
      0.7634      -1.599     0.04343         5.8     0.02518    0.002518
      0.8976      -1.756     0.04343         7.9     0.01753    0.001753
        1.38     -0.9598     0.04343          24      0.1097     0.01097
           2    -0.03529      0.1592         100       0.922       0.338
       2.398      0.5687      0.1578         250       3.704       1.346
       2.544      0.7302       0.155         350       5.372       1.917
       5.301      -2.133      0.1497       2e+05    0.007364    0.002538
