#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.888     0.04343        2.15     0.01294    0.001294
      0.5563      -1.808     0.04343         3.6     0.01556    0.001556
      0.6532      -1.852     0.04343         4.5     0.01407    0.001407
      0.7634      -1.972     0.04343         5.8     0.01067    0.001067
      0.8976      -1.988     0.04343         7.9     0.01029    0.001029
       1.204      -1.269     0.07443          16     0.05388    0.009234
        1.38       -1.26     0.04343          24     0.05496    0.005496
           2      -0.111      0.1903         100      0.7745      0.3395
       2.204      0.4157      0.1226         160       2.604      0.7353
       5.301       -2.18      0.1746       2e+05    0.006612    0.002658
