#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.404     0.04343        2.15     0.03945    0.003945
      0.5563      -1.329     0.04343         3.6     0.04688    0.004688
      0.6532      -1.378     0.04343         4.5     0.04188    0.004188
      0.7634      -1.487     0.04343         5.8     0.03256    0.003256
      0.8976      -1.522     0.04343         7.9     0.03003    0.003003
       1.204      -1.047     0.07633          16     0.08978     0.01578
        1.38     -0.8496     0.04343          24      0.1414     0.01414
           2      0.2307      0.1074         100       1.701      0.4207
       2.204      0.4324      0.1711         160       2.707       1.066
       2.398      0.6639      0.1097         250       4.612       1.164
       5.301      -2.058      0.1451       2e+05    0.008747    0.002923
