#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.96     0.04343        2.15     0.01096    0.001096
      0.5563      -1.711     0.04343         3.6     0.01946    0.001946
      0.6532      -1.895     0.04343         4.5     0.01273    0.001273
      0.7634      -1.905     0.04343         5.8     0.01244    0.001244
      0.8976      -2.056     0.04343         7.9    0.008791   0.0008791
       1.204      -1.151      0.0517          16     0.07064     0.00841
        1.38      -1.048     0.04343          24     0.08955    0.008955
           2      0.1232      0.1213         100       1.328      0.3709
       2.204      0.4184      0.1209         160        2.62      0.7296
       2.398       0.723     0.09675         250       5.285       1.177
       5.301      -2.093      0.1368       2e+05    0.008077    0.002544
