#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.972     0.04343        2.15     0.01067    0.001067
      0.5563      -1.771     0.04343         3.6     0.01696    0.001696
      0.6532      -1.708     0.04343         4.5     0.01961    0.001961
      0.7634      -1.598     0.04343         5.8     0.02526    0.002526
      0.8976      -1.661     0.04343         7.9     0.02184    0.002184
        1.38     -0.6776     0.04343          24      0.2101     0.02101
           2      0.5527     0.04343         100       3.571      0.3571
       2.204       0.862     0.04343         160       7.278      0.7278
       2.398       1.024     0.07736         250       10.57       1.883
       2.544       1.146      0.1785         350       13.99       5.748
       5.301      -1.524     0.07408       2e+05      0.0299      0.0051
