#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.764     0.04343        2.15     0.01722    0.001722
      0.5563      -1.668     0.04343         3.6     0.02149    0.002149
      0.6532      -1.769     0.04343         4.5     0.01701    0.001701
      0.7634      -1.696     0.04343         5.8     0.02013    0.002013
      0.8976      -1.624     0.04343         7.9     0.02376    0.002376
       1.204      -1.102     0.04751          16     0.07913    0.008656
        1.38     -0.8681     0.04343          24      0.1355     0.01355
           2      0.6338     0.04343         100       4.303      0.4303
       2.204      0.6911     0.08194         160        4.91      0.9264
       2.398      0.9602       0.122         250       9.125       2.564
       5.301      -1.801     0.07971       2e+05      0.0158      0.0029
