#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.964     0.04343        2.15     0.01086    0.001086
      0.5563      -1.708     0.04343         3.6     0.01957    0.001957
      0.6532      -1.754     0.04343         4.5     0.01763    0.001763
      0.7634       -1.91     0.04343         5.8      0.0123     0.00123
      0.8976      -1.841     0.04343         7.9     0.01443    0.001443
       1.204      -1.203     0.06804          16     0.06272    0.009826
        1.38      -1.129     0.04343          24     0.07422    0.007422
       2.204      0.3377       0.116         160       2.176      0.5815
       2.398      0.5856      0.1745         250       3.851       1.547
       5.301      -2.193      0.1829       2e+05    0.006417    0.002702
