#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.94     0.04343        2.15     0.01148    0.001148
      0.5563      -1.712     0.04343         3.6     0.01941    0.001941
      0.6532      -1.671     0.04343         4.5     0.02135    0.002135
      0.7634       -1.78     0.04343         5.8     0.01658    0.001658
      0.8976      -1.757     0.04343         7.9      0.0175     0.00175
       1.204      -1.147     0.09178          16     0.07131     0.01507
        1.38     -0.9485     0.04343          24      0.1126     0.01126
           2      0.4717     0.06567         100       2.963       0.448
       2.204      0.5779     0.08927         160       3.784      0.7777
       2.398      0.7421      0.1184         250       5.522       1.505
       5.301      -1.654      0.1193       2e+05      0.0222      0.0061
