#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.004     0.04343        2.15     0.09908    0.009908
      0.5563      -1.035     0.04343         3.6     0.09233    0.009233
      0.6532      -1.074     0.04343         4.5     0.08424    0.008424
      0.7634       -1.06     0.04343         5.8     0.08718    0.008718
      0.8976      -0.988     0.04343         7.9      0.1028     0.01028
       1.204      -0.595     0.04343          16      0.2541     0.02541
        1.38     -0.2384     0.04343          24      0.5776     0.05776
           2      0.5137     0.04954         100       3.264      0.3723
       2.204      0.8583     0.05312         160       7.215      0.8825
       2.398      0.9116     0.06026         250       8.159       1.132
       2.544      0.7689      0.1505         350       5.874       2.035
