#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.604     0.04343        2.15     0.02489    0.002489
      0.5563      -1.447     0.04343         3.6     0.03574    0.003574
      0.6532       -1.58     0.04343         4.5      0.0263     0.00263
      0.7634      -1.704     0.04343         5.8     0.01978    0.001978
      0.8976      -1.766     0.04343         7.9     0.01715    0.001715
       1.204      -1.438     0.07784          16     0.03644    0.006531
        1.38      -1.444     0.04436          24     0.03594    0.003671
           2      0.1785      0.1165         100       1.508      0.4046
       2.204      0.5788      0.1027         160       3.792      0.8963
       5.301      -1.821      0.0719       2e+05      0.0151      0.0025
