#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.892     0.04343        2.15     0.01282    0.001282
      0.5563       -1.76     0.04343         3.6     0.01738    0.001738
      0.6532      -1.748     0.04343         4.5     0.01788    0.001788
      0.7634      -1.852     0.04343         5.8     0.01407    0.001407
      0.8976      -1.754     0.04343         7.9     0.01761    0.001761
       1.204     -0.9901     0.04343          16      0.1023     0.01023
        1.38      -1.061     0.04343          24     0.08682    0.008682
           2       0.567     0.04865         100        3.69      0.4134
       2.204      0.9819     0.06348         160       9.592       1.402
       5.301      -1.901     0.09686       2e+05     0.01255    0.002799
