#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.576     0.04343        2.15     0.02655    0.002655
      0.5563      -1.688     0.04343         3.6     0.02052    0.002052
      0.6532       -1.76     0.04343         4.5     0.01738    0.001738
      0.7634      -1.717     0.04343         5.8     0.01917    0.001917
      0.8976      -1.577     0.04343         7.9     0.02651    0.002651
       1.204      -1.212      0.0668          16     0.06139    0.009442
        1.38      -1.192     0.07818          24     0.06427     0.01157
           2       0.127       0.194         100        1.34      0.5985
       2.204      0.7062      0.1107         160       5.083       1.296
       5.301      -1.881     0.09225       2e+05     0.01314    0.002791
