#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.864     0.04343        2.15     0.01368    0.001368
      0.5563      -1.716     0.04343         3.6     0.01925    0.001925
      0.6532      -1.722     0.04343         4.5     0.01896    0.001896
      0.7634      -1.888     0.04343         5.8     0.01295    0.001295
      0.8976      -1.875     0.04343         7.9     0.01332    0.001332
       1.204      -1.078     0.04343          16     0.08365    0.008365
        1.38      -1.027     0.04343          24     0.09408    0.009408
           2     0.06344      0.1351         100       1.157      0.3601
       2.204      0.6605      0.0692         160       4.576      0.7291
       5.301      -1.949      0.1095       2e+05     0.01124    0.002833
