#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.532     0.04343        2.15     0.02938    0.002938
      0.5563      -1.448     0.04343         3.6     0.03565    0.003565
      0.6532      -1.449     0.04343         4.5     0.03553    0.003553
      0.7634      -1.366     0.04343         5.8     0.04304    0.004304
      0.8976      -1.233     0.04343         7.9     0.05849    0.005849
       1.204     -0.9255     0.04343          16      0.1187     0.01187
        1.38     -0.5807     0.04343          24      0.2626     0.02626
           2      0.5808     0.04343         100       3.809      0.3809
       2.204      0.6227     0.07188         160       4.195      0.6944
       2.398       0.759     0.09856         250       5.742       1.303
       5.301      -2.214      0.1805       2e+05    0.006106    0.002538
