#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.968     0.04343        2.15     0.01076    0.001076
      0.5563      -1.664     0.04343         3.6     0.02167    0.002167
      0.6532      -1.622     0.04343         4.5     0.02387    0.002387
      0.7634      -1.725     0.04343         5.8     0.01883    0.001883
      0.8976      -1.805     0.04343         7.9     0.01567    0.001567
       1.204      -1.243     0.05725          16     0.05716    0.007535
        1.38      -1.258     0.04343          24     0.05519    0.005519
           2     -0.1066      0.1925         100      0.7824      0.3467
       2.204      0.3407      0.1559         160       2.192      0.7868
       2.398      0.7285     0.08861         250       5.352       1.092
