#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.916     0.04343        2.15    0.001213   0.0001213
      0.5563      -2.191     0.04343         3.6    0.006437   0.0006437
      0.6532      -2.139     0.04343         4.5    0.007262   0.0007262
      0.7634      -2.027     0.04343         5.8    0.009401   0.0009401
      0.8976          -2     0.04343         7.9     0.01001    0.001001
        1.38      -1.261     0.04343          24     0.05486    0.005486
           2    -0.03153      0.1437         100        0.93      0.3078
       2.204      0.1564      0.2097         160       1.433      0.6923
       2.398       0.605      0.1508         250       4.027       1.398
       2.544      0.7809      0.1247         350       6.039       1.734
       2.699      0.5281      0.2124         500       3.374        1.65
       2.929      0.4243      0.1517         850       2.656      0.9276
       3.064      0.1601      0.1819        1160       1.446      0.6055
       5.301      -1.886     0.08018       2e+05       0.013      0.0024
