#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.252     0.04343        2.15     0.05598    0.005598
      0.5563      -1.421     0.04343         3.6     0.03793    0.003793
      0.6532      -1.548     0.04343         4.5     0.02832    0.002832
      0.7634      -1.455     0.04343         5.8     0.03509    0.003509
      0.8976      -1.565     0.04343         7.9     0.02723    0.002723
        1.38     -0.7932     0.04343          24       0.161      0.0161
           2      0.5297      0.0775         100       3.386      0.6043
       2.204      0.7909      0.1138         160       6.179       1.619
       2.398       1.186      0.1133         250       15.34       4.001
       2.544       1.119      0.1427         350       13.15       4.322
       2.699       1.183      0.1728         500       15.25       6.067
       5.301      -1.922      0.1079       2e+05     0.01198    0.002976
