#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.5563       5.301       5.301         3.6         -99       1e+05
      0.8976      -2.376      -2.376         7.9    0.001229     0.00149
       1.204       7.301       7.301          16         -99       1e+07
           2      0.4983      0.4983         100       1.469      0.8403
       2.204      0.8723      0.8723         160       2.686       2.383
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.195      -2.195       2e+05   0.0008919    0.002746
