#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.84     0.04343        2.15     0.01445    0.001445
      0.5563      -1.822     0.04343         3.6     0.01507    0.001507
      0.6532      -1.819     0.04343         4.5     0.01517    0.001517
      0.7634      -1.828     0.04343         5.8     0.01486    0.001486
      0.8976      -1.788     0.04343         7.9     0.01629    0.001629
        1.38     -0.8392     0.04343          24      0.1448     0.01448
           2      0.1195      0.1699         100       1.317      0.5152
       2.204      0.7188      0.1395         160       5.234       1.681
       2.398      0.9193      0.1872         250       8.304       3.579
       5.301      -2.062       0.133       2e+05     0.00867    0.002655
