#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.864     0.04343        2.15     0.01368    0.001368
      0.5563      -1.669     0.04343         3.6     0.02141    0.002141
      0.6532      -1.784     0.04343         4.5     0.01645    0.001645
      0.7634      -1.844     0.04343         5.8     0.01432    0.001432
      0.8976      -1.815     0.04343         7.9     0.01532    0.001532
       1.204     -0.8339     0.04343          16      0.1466     0.01466
        1.38      -0.763     0.04343          24      0.1726     0.01726
           2      0.4302     0.06034         100       2.692      0.3741
       2.204       0.659     0.07431         160        4.56      0.7802
       2.398      0.7762       0.127         250       5.973       1.746
       5.301      -1.799     0.08467       2e+05      0.0159      0.0031
