#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.94     0.04343        2.15     0.01148    0.001148
      0.5563        -1.7     0.04343         3.6     0.01993    0.001993
      0.6532      -1.804     0.04343         4.5     0.01572    0.001572
      0.7634      -1.868     0.04343         5.8     0.01356    0.001356
      0.8976      -1.788     0.04343         7.9     0.01631    0.001631
       1.204     -0.7231     0.04343          16      0.1892     0.01892
        1.38     -0.7279     0.04343          24      0.1871     0.01871
           2      0.5999     0.04343         100        3.98       0.398
       2.204      0.7365     0.05242         160       5.452       0.658
       2.398      0.3221      0.2119         250       2.099       1.024
       5.301      -1.466     0.09016       2e+05      0.0342      0.0071
