#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.96     0.04343        2.15      0.1096     0.01096
      0.5563      -1.078     0.04343         3.6     0.08348    0.008348
      0.6532      -1.167     0.04343         4.5     0.06815    0.006815
      0.7634      -1.236     0.04343         5.8     0.05812    0.005812
      0.8976      -1.116     0.04343         7.9     0.07663    0.007663
       1.204     -0.7488     0.04343          16      0.1783     0.01783
        1.38     -0.6857     0.04343          24      0.2062     0.02062
           2      0.6671     0.04343         100       4.646      0.4646
       2.204      0.5832      0.1896         160        3.83       1.672
       2.398       1.101      0.1357         250       12.62       3.944
       5.301      -1.785     0.08202       2e+05     0.01642    0.003101
