#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.108     0.04343        2.15    0.007798   0.0007798
      0.5563       -1.81     0.04343         3.6     0.01548    0.001548
      0.6532      -1.768     0.04343         4.5     0.01706    0.001706
      0.7634      -1.931     0.04343         5.8     0.01172    0.001172
      0.8976       -1.88     0.04343         7.9     0.01317    0.001317
       1.204      -1.129     0.04343          16      0.0743     0.00743
        1.38      -1.175     0.04343          24     0.06679    0.006679
           2      0.1336      0.1053         100        1.36      0.3299
       2.204       0.153      0.2165         160       1.422       0.709
       5.301      -2.292      0.2161       2e+05    0.005102    0.002539
