#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.204     0.04343        2.15    0.006252   0.0006252
      0.5563      -2.018     0.04343         3.6    0.009587   0.0009587
      0.6532      -1.883     0.04343         4.5     0.01309    0.001309
      0.7634      -1.702     0.04343         5.8     0.01985    0.001985
      0.8976      -1.571     0.04343         7.9     0.02688    0.002688
       1.204      -1.565       0.214          16     0.02722     0.01341
        1.38      -0.909     0.04343          24      0.1233     0.01233
           2      0.4535     0.06115         100       2.841         0.4
       2.204      0.7216     0.06263         160       5.268      0.7597
       2.398      0.9296     0.07255         250       8.504       1.421
       2.544       1.047      0.1356         350       11.14       3.477
       3.064      0.1248      0.1929        1160       1.333       0.592
       5.301       -1.87     0.08686       2e+05      0.0135      0.0027
