#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.872     0.04343        2.15     0.01343    0.001343
      0.5563      -1.786     0.04343         3.6     0.01636    0.001636
      0.6532      -1.893     0.04343         4.5     0.01278    0.001278
      0.7634      -1.868     0.04343         5.8     0.01354    0.001354
      0.8976      -1.809     0.04343         7.9     0.01552    0.001552
       1.204      -1.151      0.0705          16      0.0706     0.01146
        1.38     -0.9208     0.04343          24        0.12       0.012
           2       0.372     0.06037         100       2.355      0.3273
       2.204      0.4474      0.1168         160       2.802      0.7537
       5.301      -1.965      0.1009       2e+05     0.01084    0.002518
