#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.116     0.04343        2.15     0.07656    0.007656
      0.5563      -1.386     0.04343         3.6     0.04108    0.004108
      0.6532      -1.406     0.04343         4.5     0.03927    0.003927
      0.7634      -1.413     0.04343         5.8      0.0386     0.00386
      0.8976      -1.113     0.04343         7.9     0.07715    0.007715
        1.38      -0.678     0.04343          24      0.2099     0.02099
           2      0.7813     0.05079         100       6.043      0.7068
       2.204       1.061     0.08058         160       11.52       2.138
       2.398      0.8817      0.1523         250       7.616        2.67
       5.301      -1.765     0.08041       2e+05     0.01718    0.003181
