#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.208     0.04343        2.15    0.006194   0.0006194
      0.5563      -1.833     0.04343         3.6     0.01468    0.001468
      0.6532      -1.708     0.04343         4.5     0.01959    0.001959
      0.7634       -1.57     0.04343         5.8     0.02694    0.002694
      0.8976       -1.69     0.04343         7.9     0.02044    0.002044
       1.204      -1.394     0.07339          16     0.04041    0.006829
        1.38     -0.5209     0.04343          24      0.3014     0.03014
           2      0.7458     0.04343         100       5.569      0.5569
       2.204       1.309     0.04343         160       20.36       2.036
       2.398       1.647     0.04343         250       44.35       4.435
       2.544       1.634     0.04343         350       43.06       4.306
       2.699       1.188      0.1072         500       15.43       3.809
       2.929      0.7902     0.07757         850       6.169       1.102
       3.064      0.3177      0.1539        1160       2.078      0.7367
       5.301     -0.7719     0.04343       2e+05      0.1691     0.01691
