#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.228     0.04343        2.15     0.05916    0.005916
      0.5563      -1.289     0.04343         3.6     0.05142    0.005142
      0.6532      -1.384     0.04343         4.5      0.0413     0.00413
      0.7634      -1.302     0.04343         5.8      0.0499     0.00499
      0.8976      -1.208     0.04343         7.9     0.06192    0.006192
       1.204      -0.555     0.04343          16      0.2786     0.02786
        1.38     -0.3719     0.04343          24      0.4247     0.04247
           2       1.051     0.04343         100       11.25       1.125
       2.204       1.217     0.04343         160       16.46       1.646
       2.398       1.132      0.1055         250       13.56       3.295
       5.301      -1.266     0.04567       2e+05      0.0542      0.0057
