#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.516     0.04343        2.15     0.03048    0.003048
      0.5563      -1.269     0.04343         3.6     0.05379    0.005379
      0.6532      -1.294     0.04343         4.5     0.05086    0.005086
      0.7634      -1.455     0.04343         5.8     0.03505    0.003505
      0.8976      -1.515     0.04343         7.9     0.03054    0.003054
        1.38     -0.9355     0.04343          24       0.116      0.0116
           2      0.5706      0.1294         100       3.721       1.109
       2.204       1.017     0.07451         160        10.4       1.785
       2.398       1.067      0.1559         250       11.68       4.192
       5.301      -1.627     0.06073       2e+05      0.0236      0.0033
