#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.424     0.04343        2.15     0.03767    0.003767
      0.5563      -1.289     0.04343         3.6     0.05144    0.005144
      0.6532      -1.433     0.04343         4.5     0.03687    0.003687
      0.7634      -1.502     0.04343         5.8     0.03147    0.003147
      0.8976      -1.603     0.04343         7.9     0.02496    0.002496
       1.204     -0.7426     0.04343          16      0.1809     0.01809
        1.38     -0.6028     0.04343          24      0.2496     0.02496
           2      0.3313     0.08695         100       2.145      0.4294
       2.204      0.7776     0.08984         160       5.993        1.24
       5.301      -1.554     0.09962       2e+05      0.0279      0.0064
