#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.788     0.04343        2.15     0.01629    0.001629
      0.5563      -1.647     0.04343         3.6     0.02252    0.002252
      0.6532      -1.813     0.04343         4.5     0.01537    0.001537
      0.7634      -1.786     0.04343         5.8     0.01635    0.001635
      0.8976      -1.929     0.04343         7.9     0.01178    0.001178
       1.204      -1.204     0.04509          16     0.06258    0.006497
        1.38      -1.088     0.04343          24     0.08161    0.008161
           2      0.1977     0.08937         100       1.577      0.3244
       2.204      0.3835      0.1243         160       2.418      0.6921
       5.301      -2.213      0.1772       2e+05    0.006122    0.002498
