#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.62     0.04343        2.15     0.02399    0.002399
      0.5563      -1.448     0.04343         3.6     0.03565    0.003565
      0.6532      -1.449     0.04343         4.5      0.0356     0.00356
      0.7634      -1.559     0.04343         5.8     0.02759    0.002759
      0.8976       -1.66     0.04343         7.9     0.02187    0.002187
       1.204      -1.167      0.0794          16     0.06815     0.01246
           2       0.304     0.08907         100       2.014       0.413
       2.398      0.8772      0.1133         250       7.537       1.966
       2.544       1.121      0.1822         350       13.21       5.544
       5.301      -1.583      0.1398       2e+05      0.0261      0.0084
