#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.404     0.04343        2.15      0.3945     0.03945
      0.5563     -0.8324     0.04343         3.6      0.1471     0.01471
      0.6532     -0.8914     0.04343         4.5      0.1284     0.01284
      0.7634      -1.062     0.04343         5.8     0.08663    0.008663
      0.8976     -0.6302     0.04343         7.9      0.2343     0.02343
       1.204     -0.3354     0.04343          16       0.462      0.0462
        1.38     -0.2303     0.04343          24      0.5885     0.05885
           2       1.112     0.04343         100       12.94       1.294
       2.204       1.359     0.04343         160       22.84       2.284
       2.398       1.064       0.048         250       11.59       1.281
       5.301      -1.474      0.1047       2e+05      0.0336      0.0081
