#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.632     0.04343        2.15     0.02333    0.002333
      0.5563      -1.519     0.04343         3.6      0.0303     0.00303
      0.6532      -1.653     0.04343         4.5     0.02221    0.002221
      0.7634      -1.747     0.04343         5.8     0.01792    0.001792
      0.8976      -1.738     0.04343         7.9     0.01827    0.001827
       1.204     -0.7867     0.04343          16      0.1634     0.01634
        1.38     -0.7749     0.04343          24      0.1679     0.01679
           2      0.1945     0.09496         100       1.565      0.3422
       2.204       0.575     0.09406         160       3.758       0.814
       2.398      0.7883     0.06594         250       6.141      0.9324
       2.544      0.7005      0.1239         350       5.018       1.432
       5.301      -1.658      0.1263       2e+05       0.022      0.0064
