#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.46     0.04343        2.15     0.03467    0.003467
      0.5563      -1.381     0.04343         3.6     0.04162    0.004162
      0.6532      -1.499     0.04343         4.5     0.03173    0.003173
      0.7634      -1.574     0.04343         5.8     0.02665    0.002665
      0.8976      -1.652     0.04343         7.9     0.02231    0.002231
       1.204      -0.759     0.04822          16      0.1742     0.01934
        1.38     -0.6432     0.04343          24      0.2274     0.02274
           2      0.3756     0.07731         100       2.375      0.4228
       2.204      0.6136       0.122         160       4.108       1.154
       2.398      0.7861     0.06304         250       6.111       0.887
       5.301      -1.876     0.09688       2e+05      0.0133    0.002967
