#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -1.5     0.04343        2.15     0.03162    0.003162
      0.5563      -1.419     0.04343         3.6     0.03812    0.003812
      0.6532      -1.502     0.04343         4.5      0.0315     0.00315
      0.7634      -1.673     0.04343         5.8     0.02123    0.002123
      0.8976      -1.683     0.04343         7.9     0.02073    0.002073
       1.204     -0.8156     0.04343          16      0.1529     0.01529
        1.38     -0.8595     0.04343          24      0.1382     0.01382
           2      0.1346      0.1398         100       1.363      0.4388
       2.204      0.7058     0.07267         160       5.079      0.8499
       2.398      0.8889      0.1045         250       7.742       1.864
       2.544      0.9123      0.1604         350       8.171       3.017
