#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.624     0.04343        2.15     0.02377    0.002377
      0.5563       -1.39     0.04343         3.6     0.04077    0.004077
      0.6532      -1.354     0.04343         4.5      0.0443     0.00443
      0.7634      -1.448     0.04343         5.8     0.03567    0.003567
      0.8976      -1.514     0.04343         7.9     0.03061    0.003061
       1.204      -0.969     0.04343          16      0.1074     0.01074
        1.38     -0.7251     0.04343          24      0.1883     0.01883
           2      0.2867     0.06659         100       1.935      0.2967
       2.204      0.6483     0.09117         160        4.45      0.9341
       2.398       0.737     0.09912         250       5.457       1.246
       2.544      0.7121      0.1637         350       5.153       1.942
       5.301      -1.871     0.08089       2e+05     0.01347    0.002509
