#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.552     0.04343        2.15     0.02805    0.002805
      0.5563      -1.308     0.04343         3.6     0.04918    0.004918
      0.6532      -1.255     0.04343         4.5     0.05559    0.005559
      0.7634      -1.297     0.04343         5.8     0.05046    0.005046
      0.8976      -1.396     0.04343         7.9     0.04015    0.004015
       1.204     -0.8784     0.04343          16      0.1323     0.01323
        1.38     -0.3943     0.04343          24      0.4034     0.04034
           2      0.4998     0.05988         100       3.161      0.4358
       2.204       1.057      0.0779         160       11.41       2.047
       2.398       1.179     0.07614         250       15.09       2.645
       2.544       1.119     0.05373         350       13.15       1.627
       2.699       1.007     0.07902         500       10.17        1.85
       3.064      0.2232      0.1855        1160       1.672      0.7139
       5.301      -1.845     0.07593       2e+05      0.0143      0.0025
