#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.544     0.04343        2.15     0.02858    0.002858
      0.5563      -1.547     0.04343         3.6     0.02837    0.002837
      0.6532      -1.717     0.04343         4.5     0.01919    0.001919
      0.7634        -1.7     0.04343         5.8     0.01995    0.001995
      0.8976      -1.848     0.04343         7.9     0.01419    0.001419
       1.204      -1.089     0.04699          16     0.08156    0.008824
        1.38      -1.035     0.04343          24     0.09221    0.009221
           2      0.1559      0.1059         100       1.432      0.3491
       2.204      0.6078     0.09588         160       4.053      0.8948
       2.398       0.491      0.1872         250       3.097       1.335
