#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.556     0.04343        2.15      0.0278     0.00278
      0.5563      -1.587     0.04343         3.6     0.02586    0.002586
      0.6532      -1.756     0.04343         4.5     0.01754    0.001754
      0.7634      -1.781     0.04343         5.8     0.01655    0.001655
      0.8976      -1.931     0.04343         7.9     0.01173    0.001173
       1.204      -1.024     0.05007          16     0.09454      0.0109
        1.38     -0.8674     0.04343          24      0.1357     0.01357
           2       0.221      0.1014         100       1.663      0.3886
       2.204      0.6158      0.1346         160       4.129        1.28
       5.301      -2.217      0.1882       2e+05     0.00607    0.002631
