#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.836     0.04343        2.15      0.1459     0.01459
      0.5563      -1.202     0.04343         3.6     0.06278    0.006278
      0.6532      -1.346     0.04343         4.5     0.04503    0.004503
      0.7634      -1.417     0.04343         5.8     0.03828    0.003828
      0.8976     -0.7293     0.04343         7.9      0.1865     0.01865
       1.204     -0.8505     0.04343          16      0.1411     0.01411
        1.38     -0.7109     0.04343          24      0.1946     0.01946
           2        0.81     0.04343         100       6.456      0.6456
       2.204      0.9385     0.04595         160        8.68      0.9185
       2.398        1.06     0.09975         250       11.49       2.638
       5.301      -2.098      0.1346       2e+05    0.007975    0.002472
