#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.316     0.04343        2.15     0.04831    0.004831
      0.5563      -1.174     0.04343         3.6     0.06699    0.006699
      0.6532      -1.315     0.04343         4.5      0.0484     0.00484
      0.7634      -1.333     0.04343         5.8     0.04641    0.004641
      0.8976        -1.3     0.04343         7.9     0.05017    0.005017
       1.204     -0.8179     0.04343          16      0.1521     0.01521
        1.38     -0.6245     0.04343          24      0.2374     0.02374
           2        0.62     0.04343         100       4.169      0.4169
       2.204      0.8009     0.05796         160       6.322      0.8437
       2.398      0.8395       0.103         250        6.91       1.639
       5.301      -1.824     0.07271       2e+05     0.01498    0.002508
