#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.036     0.04343        2.15     0.09204    0.009204
      0.5563       -1.21     0.04343         3.6     0.06161    0.006161
      0.6532      -1.269     0.04343         4.5      0.0538     0.00538
      0.7634      -1.323     0.04343         5.8     0.04748    0.004748
      0.8976      -1.081     0.04343         7.9     0.08304    0.008304
       1.204     -0.6716     0.04343          16       0.213      0.0213
        1.38     -0.5528     0.04343          24        0.28       0.028
           2      0.8322     0.04343         100       6.795      0.6795
       2.204       1.038     0.04408         160       10.92       1.109
       2.398       1.053     0.08233         250       11.29        2.14
       2.544      0.7775      0.1923         350        5.99       2.652
       5.301      -1.491     0.09681       2e+05      0.0323      0.0072
