#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.656     0.04343        2.15     0.02208    0.002208
      0.5563      -1.412     0.04343         3.6     0.03869    0.003869
      0.6532       -1.32     0.04343         4.5     0.04791    0.004791
      0.7634       -1.39     0.04343         5.8     0.04077    0.004077
      0.8976      -1.333     0.04343         7.9     0.04644    0.004644
       1.204     -0.6273     0.04343          16      0.2359     0.02359
        1.38     -0.4407     0.04343          24      0.3625     0.03625
           2      0.9081     0.04343         100       8.093      0.8093
       2.204       1.211      0.0586         160       16.26       2.194
       2.398       1.379     0.04391         250       23.93        2.42
       2.544       1.258     0.08408         350        18.1       3.503
       5.301      -1.291     0.06192       2e+05      0.0512      0.0073
