#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.552     0.04343        2.15    0.002805   0.0002805
      0.5563      -1.985     0.04343         3.6     0.01035    0.001035
      0.6532      -1.892     0.04343         4.5     0.01281    0.001281
      0.8976      -1.763     0.06883         7.9     0.01727    0.002737
        1.38      -0.658     0.04343          24      0.2198     0.02198
           2      0.7287     0.04343         100       5.354      0.5354
       2.204       1.232     0.04343         160       17.06       1.706
       2.398        1.43     0.04343         250       26.91       2.691
       2.544       1.326      0.0568         350       21.19       2.772
       2.699       1.276     0.09055         500        18.9        3.94
       5.301      -1.109     0.04343       2e+05      0.0778     0.00778
